timestamp,regiao,unidade,consumo_mwh,capacidade_mwh,prioridade,custo_rs_mwh
2026-01-04 14:00,Nordeste,NO-01,72.45,116.35,1,166.81
2026-01-04 14:00,Nordeste,NO-02,71.92,117.6,3,148.08
2026-01-04 14:00,Norte,NO-01,104.08,132.79,5,240.55
2026-01-04 14:00,Norte,NO-02,78.84,98.7,1,246.52
2026-01-04 14:00,Sudeste,SU-01,73.93,101.67,5,202.67
2026-01-04 14:00,Sudeste,SU-02,83.86,109.72,2,222.42
2026-01-04 14:00,Sul,SU-01,87.49,133.54,2,168.71
2026-01-04 14:00,Sul,SU-02,65.55,98.68,3,174.44
2026-01-04 15:00,Centro-Oeste,CE-01,89.24,94.34,2,318.44
2026-01-04 15:00,Centro-Oeste,CE-02,108.9,135.03,2,241.38
2026-01-04 15:00,Nordeste,NO-01,77.86,119.41,1,173.92
2026-01-04 15:00,Nordeste,NO-02,74.73,120.77,3,150.58
2026-01-04 15:00,Norte,NO-01,106.43,138.59,5,235.5
2026-01-04 15:00,Norte,NO-02,76.54,95.35,1,236.15
2026-01-04 15:00,Sudeste,SU-01,83.97,97.01,5,282.91
2026-01-04 15:00,Sudeste,SU-02,91.08,113.5,2,248.71
2026-01-04 15:00,Sul,SU-01,86.22,131.07,2,176.58
2026-01-04 15:00,Sul,SU-02,68.89,100.07,3,192.18
2026-01-04 16:00,Centro-Oeste,CE-01,98.69,95.91,2,363.31
2026-01-04 16:00,Centro-Oeste,CE-02,115.21,129.87,2,295.55
2026-01-04 16:00,Nordeste,NO-01,79.96,115.27,1,196.35
2026-01-04 16:00,Nordeste,NO-02,75.49,120.71,3,165.89
2026-01-04 16:00,Norte,NO-01,106.52,133.12,5,243.52
2026-01-04 16:00,Norte,NO-02,79.16,97.35,1,255.23
2026-01-04 16:00,Sudeste,SU-01,91.63,96.9,5,317.46
2026-01-04 16:00,Sudeste,SU-02,107.47,110.29,2,325.74
2026-01-04 16:00,Sul,SU-01,90.67,128.02,2,211.51
2026-01-04 16:00,Sul,SU-02,71.59,100.14,3,209.46
2026-01-04 17:00,Centro-Oeste,CE-01,102.85,91.26,2,412.54
2026-01-04 17:00,Centro-Oeste,CE-02,116.24,128.33,2,313.09
2026-01-04 17:00,Nordeste,NO-01,85.5,112.21,1,223.18
2026-01-04 17:00,Nordeste,NO-02,80.34,116.46,3,195.99
2026-01-04 17:00,Norte,NO-01,107.98,133.18,5,262.21
2026-01-04 17:00,Norte,NO-02,76.54,95.22,1,252.97
2026-01-04 17:00,Sudeste,SU-01,96.05,97.7,5,342.81
2026-01-04 17:00,Sudeste,SU-02,111.9,106.86,2,374.85
2026-01-04 17:00,Sul,SU-01,91.81,130.59,2,203.24
2026-01-04 17:00,Sul,SU-02,73.91,99.22,3,221.78
2026-01-04 18:00,Centro-Oeste,CE-01,106.78,90.79,2,433.65
2026-01-04 18:00,Centro-Oeste,CE-02,122.24,128.99,2,314.17
2026-01-04 18:00,Nordeste,NO-01,85.11,111.4,1,235.01
2026-01-04 18:00,Nordeste,NO-02,79.61,112.14,3,200.84
2026-01-04 18:00,Norte,NO-01,113.45,124.82,5,308.71
2026-01-04 18:00,Norte,NO-02,73.99,94.76,1,229.55
2026-01-04 18:00,Sudeste,SU-01,103.51,95.67,5,383.35
2026-01-04 18:00,Sudeste,SU-02,123.21,108.86,2,422.57
2026-01-04 18:00,Sul,SU-01,91.57,120.76,2,240.33
2026-01-04 18:00,Sul,SU-02,70.82,97.98,3,213.19
2026-01-04 19:00,Centro-Oeste,CE-01,100.69,91.76,2,404.21
2026-01-04 19:00,Centro-Oeste,CE-02,124.8,124.53,2,360.61
2026-01-04 19:00,Nordeste,NO-01,84.13,113.4,1,210.8
2026-01-04 19:00,Nordeste,NO-02,84.25,115.62,3,225.3
2026-01-04 19:00,Norte,NO-01,103.57,118.91,5,270.39
2026-01-04 19:00,Norte,NO-02,71.79,93.98,1,219.2
2026-01-04 19:00,Sudeste,SU-01,102.47,95.85,5,389.38
2026-01-04 19:00,Sudeste,SU-02,128.65,104.12,2,464.05
2026-01-04 19:00,Sul,SU-01,101.65,120.82,2,272.35
2026-01-04 19:00,Sul,SU-02,76.35,92.18,3,261.44
2026-01-04 20:00,Centro-Oeste,CE-01,97.79,92.37,2,374.15
2026-01-04 20:00,Centro-Oeste,CE-02,121.81,121.36,2,351.17
2026-01-04 20:00,Nordeste,NO-01,81.28,105.67,1,243.82
2026-01-04 20:00,Nordeste,NO-02,80.41,113.43,3,198.82
2026-01-04 20:00,Norte,NO-01,93.78,121.27,5,233.38
2026-01-04 20:00,Norte,NO-02,70.99,92.77,1,236.94
2026-01-04 20:00,Sudeste,SU-01,107.96,96.6,5,406.32
2026-01-04 20:00,Sudeste,SU-02,127.21,106.14,2,444.14
2026-01-04 20:00,Sul,SU-01,94.28,120.51,2,244.3
2026-01-04 20:00,Sul,SU-02,74.25,92.92,3,246.4
2026-01-04 21:00,Centro-Oeste,CE-01,96.15,88.42,2,381.33
2026-01-04 21:00,Centro-Oeste,CE-02,115.6,122.05,2,324.04
2026-01-04 21:00,Nordeste,NO-01,79.2,105.52,1,212.24
2026-01-04 21:00,Nordeste,NO-02,80.54,106.99,3,235.4
2026-01-04 21:00,Norte,NO-01,91.35,118.64,5,233.21
2026-01-04 21:00,Norte,NO-02,65.06,84.87,1,218.88
2026-01-04 21:00,Sudeste,SU-01,107.43,90.04,5,444.81
2026-01-04 21:00,Sudeste,SU-02,124.17,102.1,2,469.24
2026-01-04 21:00,Sul,SU-01,99.96,116.47,2,272.59
2026-01-04 21:00,Sul,SU-02,71.17,90.26,3,245.08
2026-01-04 22:00,Centro-Oeste,CE-01,97.52,87.76,2,410.24
2026-01-04 22:00,Centro-Oeste,CE-02,117.87,120.77,2,324.31
2026-01-04 22:00,Nordeste,NO-01,82.73,104.55,1,234.35
2026-01-04 22:00,Nordeste,NO-02,74.51,107.97,3,191.19
2026-01-04 22:00,Norte,NO-01,88.95,120.56,5,214.5
2026-01-04 22:00,Norte,NO-02,61.13,86.25,1,195.04
2026-01-04 22:00,Sudeste,SU-01,102.11,90.17,5,420.36
2026-01-04 22:00,Sudeste,SU-02,121.1,102.74,2,434.38
2026-01-04 22:00,Sul,SU-01,98.72,116.11,2,267.77
2026-01-04 22:00,Sul,SU-02,78.46,95.59,3,270.01
2026-01-04 23:00,Centro-Oeste,CE-01,91.14,87.51,2,378.75
2026-01-04 23:00,Centro-Oeste,CE-02,111.79,120.52,2,311.06
2026-01-04 23:00,Nordeste,NO-01,80.85,103.74,1,232.24
2026-01-04 23:00,Nordeste,NO-02,74.38,105.08,3,200.35
2026-01-04 23:00,Norte,NO-01,92.64,115.3,5,255.48
2026-01-04 23:00,Norte,NO-02,65.89,88.67,1,215.41
2026-01-04 23:00,Sudeste,SU-01,90.53,87.42,5,361.41
2026-01-04 23:00,Sudeste,SU-02,110.58,95.78,2,438.69
2026-01-04 23:00,Sul,SU-01,94.59,117.47,2,249.63
2026-01-04 23:00,Sul,SU-02,74.29,90.13,3,272.85
2026-01-05 00:00,Centro-Oeste,CE-01,93.44,87.09,2,377.92
2026-01-05 00:00,Centro-Oeste,CE-02,112.98,118.61,2,321.67
2026-01-05 00:00,Nordeste,NO-01,90.63,104.42,1,285.69
2026-01-05 00:00,Nordeste,NO-02,82.61,106.74,3,242.85
2026-01-05 00:00,Norte,NO-01,84.88,113.81,5,217.59
2026-01-05 00:00,Norte,NO-02,62.94,87.84,1,192.09
2026-01-05 00:00,Sudeste,SU-01,97.0,87.5,5,408.25
2026-01-05 00:00,Sudeste,SU-02,117.22,101.99,2,427.98
2026-01-05 00:00,Sul,SU-01,98.78,120.74,2,249.52
2026-01-05 00:00,Sul,SU-02,73.83,89.7,3,252.71
2026-01-05 01:00,Centro-Oeste,CE-01,83.28,86.56,2,341.79
2026-01-05 01:00,Centro-Oeste,CE-02,100.65,120.25,2,280.69
2026-01-05 01:00,Nordeste,NO-01,100.36,101.87,1,358.61
2026-01-05 01:00,Nordeste,NO-02,95.03,106.26,3,296.34
2026-01-05 01:00,Norte,NO-01,86.12,117.74,5,221.89
2026-01-05 01:00,Norte,NO-02,60.55,88.09,1,189.25
2026-01-05 01:00,Sudeste,SU-01,86.59,92.84,5,324.13
2026-01-05 01:00,Sudeste,SU-02,103.6,102.93,2,348.9
2026-01-05 01:00,Sul,SU-01,88.11,118.88,2,212.75
2026-01-05 01:00,Sul,SU-02,73.44,93.59,3,241.84
2026-01-05 02:00,Centro-Oeste,CE-01,79.15,86.07,2,297.92
2026-01-05 02:00,Centro-Oeste,CE-02,91.45,122.16,2,242.44
2026-01-05 02:00,Nordeste,NO-01,108.39,105.12,1,349.41
2026-01-05 02:00,Nordeste,NO-02,100.65,111.65,3,298.92
2026-01-05 02:00,Norte,NO-01,83.9,115.15,5,211.93
2026-01-05 02:00,Norte,NO-02,57.48,89.52,1,170.69
2026-01-05 02:00,Sudeste,SU-01,77.49,92.31,5,281.08
2026-01-05 02:00,Sudeste,SU-02,93.68,102.64,2,300.01
2026-01-05 02:00,Sul,SU-01,94.76,117.62,2,256.4
2026-01-05 02:00,Sul,SU-02,72.34,92.9,3,230.55
2026-01-05 03:00,Centro-Oeste,CE-01,72.7,89.29,2,259.57
2026-01-05 03:00,Centro-Oeste,CE-02,87.21,122.8,2,208.12
2026-01-05 03:00,Nordeste,NO-01,105.19,105.01,1,359.48
2026-01-05 03:00,Nordeste,NO-02,96.74,107.86,3,286.37
2026-01-05 03:00,Norte,NO-01,79.68,117.54,5,186.08
2026-01-05 03:00,Norte,NO-02,56.23,90.51,1,169.34
2026-01-05 03:00,Sudeste,SU-01,73.4,91.29,5,255.11
2026-01-05 03:00,Sudeste,SU-02,87.19,99.24,2,285.33
2026-01-05 03:00,Sul,SU-01,83.6,121.17,2,191.37
2026-01-05 03:00,Sul,SU-02,70.12,92.86,3,225.89
2026-01-05 04:00,Centro-Oeste,CE-01,62.4,89.78,2,191.87
2026-01-05 04:00,Centro-Oeste,CE-02,78.62,122.99,2,156.76
2026-01-05 04:00,Nordeste,NO-01,94.9,105.74,1,294.0
2026-01-05 04:00,Nordeste,NO-02,89.76,109.28,3,262.52
2026-01-05 04:00,Norte,NO-01,73.81,121.22,5,160.35
2026-01-05 04:00,Norte,NO-02,56.04,88.59,1,161.27
2026-01-05 04:00,Sudeste,SU-01,62.91,91.89,5,205.75
2026-01-05 04:00,Sudeste,SU-02,75.3,103.47,2,225.18
2026-01-05 04:00,Sul,SU-01,84.56,119.16,2,195.09
2026-01-05 04:00,Sul,SU-02,68.21,93.09,3,205.26
2026-01-05 05:00,Centro-Oeste,CE-01,54.42,91.34,2,167.23
2026-01-05 05:00,Centro-Oeste,CE-02,71.51,120.83,2,144.42
2026-01-05 05:00,Nordeste,NO-01,79.74,107.11,1,233.4
2026-01-05 05:00,Nordeste,NO-02,80.71,109.87,3,210.12
2026-01-05 05:00,Norte,NO-01,73.84,126.99,5,154.45
2026-01-05 05:00,Norte,NO-02,51.29,92.89,1,147.0
2026-01-05 05:00,Sudeste,SU-01,57.28,94.78,5,155.59
2026-01-05 05:00,Sudeste,SU-02,68.03,107.3,2,164.65
2026-01-05 05:00,Sul,SU-01,78.16,123.72,2,161.12
2026-01-05 05:00,Sul,SU-02,65.34,95.98,3,195.29
2026-01-05 06:00,Centro-Oeste,CE-01,51.61,95.03,2,158.44
2026-01-05 06:00,Centro-Oeste,CE-02,63.09,125.77,2,144.27
2026-01-05 06:00,Nordeste,NO-01,77.34,113.19,1,184.26
2026-01-05 06:00,Nordeste,NO-02,70.55,110.72,3,156.52
2026-01-05 06:00,Norte,NO-01,73.88,126.51,5,145.63
2026-01-05 06:00,Norte,NO-02,52.9,93.58,1,153.1
2026-01-05 06:00,Sudeste,SU-01,60.66,93.2,5,151.69
2026-01-05 06:00,Sudeste,SU-02,68.47,109.08,2,162.48
2026-01-05 06:00,Sul,SU-01,76.78,121.83,2,162.33
2026-01-05 06:00,Sul,SU-02,60.74,95.65,3,170.23
2026-01-05 07:00,Centro-Oeste,CE-01,52.67,95.61,2,164.02
2026-01-05 07:00,Centro-Oeste,CE-02,65.08,130.11,2,157.22
2026-01-05 07:00,Nordeste,NO-01,67.08,113.76,1,149.09
2026-01-05 07:00,Nordeste,NO-02,64.05,118.02,3,156.02
2026-01-05 07:00,Norte,NO-01,72.25,128.81,5,141.0
2026-01-05 07:00,Norte,NO-02,49.87,94.22,1,155.23
2026-01-05 07:00,Sudeste,SU-01,59.03,94.75,5,171.62
2026-01-05 07:00,Sudeste,SU-02,69.72,106.25,2,170.6
2026-01-05 07:00,Sul,SU-01,75.78,129.93,2,158.24
2026-01-05 07:00,Sul,SU-02,59.64,96.87,3,162.62
2026-01-05 08:00,Centro-Oeste,CE-01,50.18,96.67,2,152.97
2026-01-05 08:00,Centro-Oeste,CE-02,64.2,129.83,2,156.71
2026-01-05 08:00,Nordeste,NO-01,62.14,113.89,1,145.51
2026-01-05 08:00,Nordeste,NO-02,65.28,115.18,3,141.53
2026-01-05 08:00,Norte,NO-01,76.05,128.75,5,135.76
2026-01-05 08:00,Norte,NO-02,52.1,94.37,1,152.38
2026-01-05 08:00,Sudeste,SU-01,61.7,95.64,5,186.27
2026-01-05 08:00,Sudeste,SU-02,74.75,108.61,2,192.79
2026-01-05 08:00,Sul,SU-01,78.83,128.82,2,151.11
2026-01-05 08:00,Sul,SU-02,60.14,100.93,3,150.4
2026-01-05 09:00,Centro-Oeste,CE-01,50.75,98.27,2,153.42
2026-01-05 09:00,Centro-Oeste,CE-02,61.22,128.58,2,152.53
2026-01-05 09:00,Nordeste,NO-01,69.5,112.64,1,161.62
2026-01-05 09:00,Nordeste,NO-02,64.86,115.38,3,157.08
2026-01-05 09:00,Norte,NO-01,77.66,136.87,5,159.1
2026-01-05 09:00,Norte,NO-02,53.39,97.84,1,151.53
2026-01-05 09:00,Sudeste,SU-01,64.56,95.8,5,182.59
2026-01-05 09:00,Sudeste,SU-02,74.39,112.36,2,184.78
2026-01-05 09:00,Sul,SU-01,80.46,129.62,2,161.48
2026-01-05 09:00,Sul,SU-02,61.42,99.94,3,157.89
2026-01-05 10:00,Centro-Oeste,CE-01,55.12,94.81,2,145.55
2026-01-05 10:00,Centro-Oeste,CE-02,63.41,136.79,2,136.39
2026-01-05 10:00,Nordeste,NO-01,69.95,122.18,1,162.09
2026-01-05 10:00,Nordeste,NO-02,63.76,117.38,3,147.65
2026-01-05 10:00,Norte,NO-01,82.9,136.49,5,168.46
2026-01-05 10:00,Norte,NO-02,57.68,100.37,1,147.76
2026-01-05 10:00,Sudeste,SU-01,68.57,96.52,5,204.02
2026-01-05 10:00,Sudeste,SU-02,80.81,113.04,2,216.47
2026-01-05 10:00,Sul,SU-01,76.91,135.63,2,145.31
2026-01-05 10:00,Sul,SU-02,60.4,106.62,3,157.35
2026-01-05 11:00,Centro-Oeste,CE-01,56.5,99.54,2,158.0
2026-01-05 11:00,Centro-Oeste,CE-02,71.54,137.06,2,159.01
2026-01-05 11:00,Nordeste,NO-01,71.05,115.23,1,156.84
2026-01-05 11:00,Nordeste,NO-02,68.38,119.88,3,140.0
2026-01-05 11:00,Norte,NO-01,84.29,132.87,5,170.63
2026-01-05 11:00,Norte,NO-02,57.87,103.27,1,151.21
2026-01-05 11:00,Sudeste,SU-01,68.93,102.44,5,187.38
2026-01-05 11:00,Sudeste,SU-02,84.24,111.31,2,224.65
2026-01-05 11:00,Sul,SU-01,78.13,130.62,2,154.47
2026-01-05 11:00,Sul,SU-02,67.67,102.85,3,171.98
2026-01-05 12:00,Centro-Oeste,CE-01,58.63,100.19,2,149.88
2026-01-05 12:00,Centro-Oeste,CE-02,76.57,135.09,2,147.65
2026-01-05 12:00,Nordeste,NO-01,76.21,119.82,1,161.0
2026-01-05 12:00,Nordeste,NO-02,74.84,124.2,3,154.16
2026-01-05 12:00,Norte,NO-01,82.85,133.13,5,156.59
2026-01-05 12:00,Norte,NO-02,60.72,99.46,1,157.36
2026-01-05 12:00,Sudeste,SU-01,71.0,100.9,5,206.1
2026-01-05 12:00,Sudeste,SU-02,84.47,116.28,2,230.93
2026-01-05 12:00,Sul,SU-01,79.55,131.98,2,145.28
2026-01-05 12:00,Sul,SU-02,68.25,103.52,3,187.03
2026-01-05 13:00,Centro-Oeste,CE-01,63.56,97.45,2,172.88
2026-01-05 13:00,Centro-Oeste,CE-02,70.09,133.96,2,135.42
2026-01-05 13:00,Nordeste,NO-01,79.74,117.2,1,190.05
2026-01-05 13:00,Nordeste,NO-02,78.71,117.58,3,195.44
2026-01-05 13:00,Norte,NO-01,98.55,136.87,5,223.68
2026-01-05 13:00,Norte,NO-02,67.26,99.24,1,199.54
2026-01-05 13:00,Sudeste,SU-01,77.26,100.02,5,242.05
2026-01-05 13:00,Sudeste,SU-02,92.94,116.53,2,243.72
2026-01-05 13:00,Sul,SU-01,86.72,133.23,2,184.66
2026-01-05 13:00,Sul,SU-02,69.57,101.48,3,192.94
2026-01-05 14:00,Centro-Oeste,CE-01,65.6,93.8,2,211.39
2026-01-05 14:00,Centro-Oeste,CE-02,76.1,127.35,2,158.42
2026-01-05 14:00,Nordeste,NO-01,83.99,113.35,1,221.33
2026-01-05 14:00,Nordeste,NO-02,77.46,118.11,3,168.4
2026-01-05 14:00,Norte,NO-01,99.14,133.06,5,234.37
2026-01-05 14:00,Norte,NO-02,69.92,97.32,1,205.4
2026-01-05 14:00,Sudeste,SU-01,79.62,98.97,5,253.24
2026-01-05 14:00,Sudeste,SU-02,97.34,114.6,2,266.85
2026-01-05 14:00,Sul,SU-01,92.49,131.61,2,194.86
2026-01-05 14:00,Sul,SU-02,76.88,100.2,3,246.67
2026-01-05 15:00,Centro-Oeste,CE-01,72.41,94.21,2,228.14
2026-01-05 15:00,Centro-Oeste,CE-02,82.76,126.92,2,181.4
2026-01-05 15:00,Nordeste,NO-01,84.43,115.58,1,220.89
2026-01-05 15:00,Nordeste,NO-02,79.06,112.55,3,202.06
2026-01-05 15:00,Norte,NO-01,96.82,135.46,5,198.93
2026-01-05 15:00,Norte,NO-02,72.3,97.49,1,221.01
2026-01-05 15:00,Sudeste,SU-01,88.42,97.18,5,301.34
2026-01-05 15:00,Sudeste,SU-02,98.88,109.09,2,313.34
2026-01-05 15:00,Sul,SU-01,95.31,133.08,2,199.23
2026-01-05 15:00,Sul,SU-02,77.59,100.49,3,228.88
2026-01-05 16:00,Centro-Oeste,CE-01,70.54,94.49,2,213.36
2026-01-05 16:00,Centro-Oeste,CE-02,90.86,130.05,2,197.18
2026-01-05 16:00,Nordeste,NO-01,81.95,112.17,1,205.81
2026-01-05 16:00,Nordeste,NO-02,87.09,117.22,3,229.11
2026-01-05 16:00,Norte,NO-01,102.3,126.0,5,259.65
2026-01-05 16:00,Norte,NO-02,73.81,91.02,1,258.55
2026-01-05 16:00,Sudeste,SU-01,87.37,97.38,5,305.95
2026-01-05 16:00,Sudeste,SU-02,99.91,111.16,2,302.39
2026-01-05 16:00,Sul,SU-01,101.96,130.59,2,235.68
2026-01-05 16:00,Sul,SU-02,86.07,102.39,3,266.97
2026-01-05 17:00,Centro-Oeste,CE-01,72.5,97.09,2,231.97
2026-01-05 17:00,Centro-Oeste,CE-02,97.08,127.24,2,233.83
2026-01-05 17:00,Nordeste,NO-01,94.18,116.03,1,258.73
2026-01-05 17:00,Nordeste,NO-02,87.12,117.28,3,234.7
2026-01-05 17:00,Norte,NO-01,106.97,130.22,5,271.34
2026-01-05 17:00,Norte,NO-02,74.0,93.2,1,249.01
2026-01-05 17:00,Sudeste,SU-01,87.67,94.31,5,311.74
2026-01-05 17:00,Sudeste,SU-02,103.76,109.22,2,338.41
2026-01-05 17:00,Sul,SU-01,104.17,123.55,2,268.86
2026-01-05 17:00,Sul,SU-02,81.44,96.77,3,259.55
2026-01-05 18:00,Centro-Oeste,CE-01,76.77,92.76,2,268.43
2026-01-05 18:00,Centro-Oeste,CE-02,94.05,127.27,2,221.87
2026-01-05 18:00,Nordeste,NO-01,89.48,112.43,1,239.8
2026-01-05 18:00,Nordeste,NO-02,85.22,114.65,3,225.86
2026-01-05 18:00,Norte,NO-01,103.34,124.4,5,284.23
2026-01-05 18:00,Norte,NO-02,74.24,97.03,1,234.39
2026-01-05 18:00,Sudeste,SU-01,91.94,95.09,5,329.31
2026-01-05 18:00,Sudeste,SU-02,102.27,106.65,2,328.88
2026-01-05 18:00,Sul,SU-01,102.59,122.37,2,272.94
2026-01-05 18:00,Sul,SU-02,82.04,96.05,3,292.93
2026-01-05 19:00,Centro-Oeste,CE-01,79.66,88.89,2,301.92
2026-01-05 19:00,Centro-Oeste,CE-02,98.97,124.26,2,244.92
2026-01-05 19:00,Nordeste,NO-01,87.35,111.45,1,238.53
2026-01-05 19:00,Nordeste,NO-02,90.21,112.0,3,263.6
2026-01-05 19:00,Norte,NO-01,107.14,125.26,5,268.25
2026-01-05 19:00,Norte,NO-02,75.13,93.98,1,243.47
2026-01-05 19:00,Sudeste,SU-01,84.97,94.97,5,283.73
2026-01-05 19:00,Sudeste,SU-02,97.0,106.1,2,303.45
2026-01-05 19:00,Sul,SU-01,100.28,118.82,2,274.1
2026-01-05 19:00,Sul,SU-02,81.98,97.04,3,262.46
2026-01-05 20:00,Centro-Oeste,CE-01,77.82,90.86,2,288.09
2026-01-05 20:00,Centro-Oeste,CE-02,100.78,124.47,2,265.13
2026-01-05 20:00,Nordeste,NO-01,88.4,107.62,1,270.37
2026-01-05 20:00,Nordeste,NO-02,85.39,109.39,3,242.55
2026-01-05 20:00,Norte,NO-01,96.62,121.03,5,241.45
2026-01-05 20:00,Norte,NO-02,71.38,87.92,1,277.77
2026-01-05 20:00,Sudeste,SU-01,90.2,92.69,5,333.0
2026-01-05 20:00,Sudeste,SU-02,100.2,104.46,2,330.99
2026-01-05 20:00,Sul,SU-01,108.42,125.86,2,281.35
2026-01-05 20:00,Sul,SU-02,81.21,92.77,3,280.1
2026-01-05 21:00,Centro-Oeste,CE-01,79.9,90.28,2,298.41
2026-01-05 21:00,Centro-Oeste,CE-02,101.34,124.62,2,270.03
2026-01-05 21:00,Nordeste,NO-01,91.31,106.15,1,262.18
2026-01-05 21:00,Nordeste,NO-02,86.49,111.57,3,240.95
2026-01-05 21:00,Norte,NO-01,100.79,119.7,5,276.24
2026-01-05 21:00,Norte,NO-02,71.83,90.63,1,247.31
2026-01-05 21:00,Sudeste,SU-01,83.95,89.83,5,317.33
2026-01-05 21:00,Sudeste,SU-02,104.09,103.84,2,351.06
2026-01-05 21:00,Sul,SU-01,105.63,120.18,2,296.11
2026-01-05 21:00,Sul,SU-02,84.22,91.25,3,310.98
2026-01-05 22:00,Centro-Oeste,CE-01,75.17,85.8,2,277.18
2026-01-05 22:00,Centro-Oeste,CE-02,95.88,119.22,2,245.25
2026-01-05 22:00,Nordeste,NO-01,88.97,108.08,1,263.1
2026-01-05 22:00,Nordeste,NO-02,80.01,106.76,3,211.71
2026-01-05 22:00,Norte,NO-01,100.79,120.08,5,260.68
2026-01-05 22:00,Norte,NO-02,64.69,88.97,1,214.59
2026-01-05 22:00,Sudeste,SU-01,84.93,89.51,5,323.53
2026-01-05 22:00,Sudeste,SU-02,93.74,102.87,2,291.13
2026-01-05 22:00,Sul,SU-01,106.21,119.48,2,297.12
2026-01-05 22:00,Sul,SU-02,84.43,92.35,3,301.34
2026-01-05 23:00,Centro-Oeste,CE-01,80.74,86.28,2,335.1
2026-01-05 23:00,Centro-Oeste,CE-02,87.83,120.28,2,209.85
2026-01-05 23:00,Nordeste,NO-01,83.93,104.24,1,260.76
2026-01-05 23:00,Nordeste,NO-02,78.78,104.25,3,210.51
2026-01-05 23:00,Norte,NO-01,94.68,120.95,5,244.26
2026-01-05 23:00,Norte,NO-02,65.8,88.08,1,224.64
2026-01-05 23:00,Sudeste,SU-01,76.96,89.3,5,280.95
2026-01-05 23:00,Sudeste,SU-02,87.7,103.85,2,273.69
2026-01-05 23:00,Sul,SU-01,105.27,118.16,2,290.29
2026-01-05 23:00,Sul,SU-02,80.37,91.72,3,281.68
2026-01-06 00:00,Centro-Oeste,CE-01,71.45,88.61,2,253.81
2026-01-06 00:00,Centro-Oeste,CE-02,85.46,120.3,2,194.74
2026-01-06 00:00,Nordeste,NO-01,80.5,100.52,1,247.54
2026-01-06 00:00,Nordeste,NO-02,76.49,102.94,3,217.78
2026-01-06 00:00,Norte,NO-01,89.69,119.51,5,224.41
2026-01-06 00:00,Norte,NO-02,65.72,90.8,1,220.47
2026-01-06 00:00,Sudeste,SU-01,72.28,88.4,5,264.09
2026-01-06 00:00,Sudeste,SU-02,89.64,99.21,2,317.47
2026-01-06 00:00,Sul,SU-01,96.89,120.99,2,259.0
2026-01-06 00:00,Sul,SU-02,78.94,90.34,3,300.51
2026-01-06 01:00,Centro-Oeste,CE-01,68.6,89.73,2,231.97
2026-01-06 01:00,Centro-Oeste,CE-02,85.21,119.96,2,189.14
2026-01-06 01:00,Nordeste,NO-01,82.41,109.96,1,220.01
2026-01-06 01:00,Nordeste,NO-02,74.7,104.91,3,203.84
2026-01-06 01:00,Norte,NO-01,89.51,116.73,5,238.27
2026-01-06 01:00,Norte,NO-02,61.25,87.94,1,199.21
2026-01-06 01:00,Sudeste,SU-01,74.05,85.24,5,293.05
2026-01-06 01:00,Sudeste,SU-02,84.52,100.36,2,259.98
2026-01-06 01:00,Sul,SU-01,93.59,115.96,2,256.03
2026-01-06 01:00,Sul,SU-02,77.18,92.5,3,277.39
2026-01-06 02:00,Centro-Oeste,CE-01,68.77,89.57,2,237.77
2026-01-06 02:00,Centro-Oeste,CE-02,80.28,123.32,2,181.63
2026-01-06 02:00,Nordeste,NO-01,77.1,103.28,1,220.44
2026-01-06 02:00,Nordeste,NO-02,69.46,108.69,3,173.13
2026-01-06 02:00,Norte,NO-01,79.6,118.33,5,196.15
2026-01-06 02:00,Norte,NO-02,57.18,89.84,1,152.53
2026-01-06 02:00,Sudeste,SU-01,66.34,89.35,5,220.91
2026-01-06 02:00,Sudeste,SU-02,75.29,102.35,2,222.41
2026-01-06 02:00,Sul,SU-01,92.23,117.5,2,227.42
2026-01-06 02:00,Sul,SU-02,70.25,93.58,3,226.74
2026-01-06 03:00,Centro-Oeste,CE-01,60.29,88.41,2,207.28
2026-01-06 03:00,Centro-Oeste,CE-02,72.81,125.15,2,143.04
2026-01-06 03:00,Nordeste,NO-01,70.6,104.29,1,187.79
2026-01-06 03:00,Nordeste,NO-02,70.72,109.57,3,157.54
2026-01-06 03:00,Norte,NO-01,77.83,117.08,5,182.31
2026-01-06 03:00,Norte,NO-02,54.22,87.05,1,159.6
2026-01-06 03:00,Sudeste,SU-01,65.34,91.21,5,204.61
2026-01-06 03:00,Sudeste,SU-02,75.37,104.02,2,216.08
2026-01-06 03:00,Sul,SU-01,88.44,120.46,2,239.61
2026-01-06 03:00,Sul,SU-02,66.28,93.48,3,218.42
2026-01-06 04:00,Centro-Oeste,CE-01,56.72,90.11,2,160.51
2026-01-06 04:00,Centro-Oeste,CE-02,73.14,117.89,2,162.54
2026-01-06 04:00,Nordeste,NO-01,73.9,107.58,1,191.5
2026-01-06 04:00,Nordeste,NO-02,66.7,108.27,3,147.31
2026-01-06 04:00,Norte,NO-01,72.02,123.75,5,149.31
2026-01-06 04:00,Norte,NO-02,53.16,91.62,1,142.06
2026-01-06 04:00,Sudeste,SU-01,57.7,92.58,5,167.47
2026-01-06 04:00,Sudeste,SU-02,69.14,107.87,2,185.03
2026-01-06 04:00,Sul,SU-01,85.1,122.13,2,198.57
2026-01-06 04:00,Sul,SU-02,66.17,93.01,3,219.01
2026-01-06 05:00,Centro-Oeste,CE-01,55.92,94.7,2,148.21
